term,translation,context,language,confidence,winning_model,consensus,version,code,url
Transformer,Transfomaattori,A deep learning model that adopts the mechanism of self-attention,fi,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ru,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ua,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Trasformatore,A deep learning model that adopts the mechanism of self-attention,it,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,pt,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformator,A deep learning model that adopts the mechanism of self-attention,bs,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformer,A deep learning model that adopts the mechanism of self-attention,ch,0.95,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformeur,A deep learning model that adopts the mechanism of self-attention,fr,0.95,gemma3:27b,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,es,0.98,gemma3:27b,No consensus,0.1,,
Transformer,Transformer,A deep learning model that adopts the mechanism of self-attention,de,0.97,gemma3:27b,No consensus,0.1,,
Transformer,Muuntaja,A deep learning model that adopts the mechanism of self-attention,fi,0.92,gemma3:27b,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ru,0.96,gemma3:27b,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ua,0.96,gemma3:27b,No consensus,0.1,,
Transformer,Trasformatore,A deep learning model that adopts the mechanism of self-attention,it,0.94,gemma3:27b,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,pt,0.97,gemma3:27b,No consensus,0.1,,
Transformer,Transformator,A deep learning model that adopts the mechanism of self-attention,bs,0.93,gemma3:27b,No consensus,0.1,,
Transformer,转换器,A deep learning model that adopts the mechanism of self-attention,ch,0.9,gemma3:27b,No consensus,0.1,,
Thunderstorm,orage,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",fr,0.95,deepseek-r1:14b,Consensus reached (3/3 models agreed),0.1,,
Thunderstorm,trueno,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",es,0.98,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,Gewitter,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",de,0.92,deepseek-r1:14b,Consensus reached (3/3 models agreed),0.1,,
Thunderstorm,kaukana,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",fi,0.9,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,гроза,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ru,0.95,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,гроза,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ua,0.94,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,temporale,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",it,0.97,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,tempo de trovão,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",pt,0.88,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,gromovréme,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",bs,0.85,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,hromovětření,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ch,0.87,deepseek-r1:14b,No consensus,0.1,,
Heatwave,Vague de chaleur,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
Heatwave,Ola de calor,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
Heatwave,Hitzewelle,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
"Rock, debris and earth (mud) slide","Glissement de roches, de débris et de terre (boue)","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
"Rock, debris and earth (mud) slide","Deslizamiento de roca, detritos y tierra (lodo)","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",es,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
"Rock, debris and earth (mud) slide","Fels-, Schutt- und Erd- (Schlamm-) Rutschung","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
Cadmium,cadmium,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Cadmium,cadmio,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Cadmium,Cadmium,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Earthquake,séisme,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Earthquake,sismo,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Earthquake,Erdbeben,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Ambient (Outdoor) Air Pollution,Pollution de l'air ambiant,"Ambient (outdoor) air pollution is pollution that is present at concentrations that affect human health, ecosystems and agriculture. It is primarily measured through the presence of particulate matter (PM10 and PM2.5), ozone, nitrogen dioxide, sulphur dioxide and carbon monoxide in the air. Ambient air pollution is one of the leading environmental risk factors affecting urban and rural populations around the world, resulting in an estimated 4.2 million premature deaths in 2019 (WHO, 2024).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0103
Ambient (Outdoor) Air Pollution,Contaminación del aire ambiente,"Ambient (outdoor) air pollution is pollution that is present at concentrations that affect human health, ecosystems and agriculture. It is primarily measured through the presence of particulate matter (PM10 and PM2.5), ozone, nitrogen dioxide, sulphur dioxide and carbon monoxide in the air. Ambient air pollution is one of the leading environmental risk factors affecting urban and rural populations around the world, resulting in an estimated 4.2 million premature deaths in 2019 (WHO, 2024).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0103
Ambient (Outdoor) Air Pollution,Außenluftverschmutzung,"Ambient (outdoor) air pollution is pollution that is present at concentrations that affect human health, ecosystems and agriculture. It is primarily measured through the presence of particulate matter (PM10 and PM2.5), ozone, nitrogen dioxide, sulphur dioxide and carbon monoxide in the air. Ambient air pollution is one of the leading environmental risk factors affecting urban and rural populations around the world, resulting in an estimated 4.2 million premature deaths in 2019 (WHO, 2024).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0103
Polio,Poliomyélite,"Polio (human) is a highly infectious viral disease, which mainly affects young children, where 1 in 200 leads to irreversible paralysis and among those paralysed, 5–10% die when their breathing muscles become immobilized (WHO, 2025).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0229,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0229
Polio,Poliomielitis,"Polio (human) is a highly infectious viral disease, which mainly affects young children, where 1 in 200 leads to irreversible paralysis and among those paralysed, 5–10% die when their breathing muscles become immobilized (WHO, 2025).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0229,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0229
Polio,Poliomyelitis,"Polio (human) is a highly infectious viral disease, which mainly affects young children, where 1 in 200 leads to irreversible paralysis and among those paralysed, 5–10% die when their breathing muscles become immobilized (WHO, 2025).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0229,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0229
Gravitational Mass Movement (‘Landslide’),mouvement de masse,"A gravitational mass movement (‘landslide’) is the downslope movement of soil, rock and organic materials under the effects of gravity, which occurs when the gravitational driving forces exceed the frictional resistance of the material resisting on the slope. Such movements may be terrestrial or submarine (GH0306) (cf. Cruden and Varnes, 1996).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0300
Gravitational Mass Movement (‘Landslide’),movimiento de masa,"A gravitational mass movement (‘landslide’) is the downslope movement of soil, rock and organic materials under the effects of gravity, which occurs when the gravitational driving forces exceed the frictional resistance of the material resisting on the slope. Such movements may be terrestrial or submarine (GH0306) (cf. Cruden and Varnes, 1996).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0300
Gravitational Mass Movement (‘Landslide’),Massenbewegung,"A gravitational mass movement (‘landslide’) is the downslope movement of soil, rock and organic materials under the effects of gravity, which occurs when the gravitational driving forces exceed the frictional resistance of the material resisting on the slope. Such movements may be terrestrial or submarine (GH0306) (cf. Cruden and Varnes, 1996).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0300,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0300
Volcanic Gases and Aerosols,Gaz et aérosols volcaniques,"Volcanic gas includes any gas-phase substance that is emitted by volcanic or volcanic-geothermal activity. Volcanic aerosols include liquid or solid particles that are small enough to be suspended in the air, and that are emitted by volcanic or volcanic-geothermal activity (adapted from Baxter and Horwell, 2015, Fischer and Chiodini, 2015, and Williams-Jones and Rymer ,2015).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0205,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0205
Volcanic Gases and Aerosols,Gases y aerosoles volcánicos,"Volcanic gas includes any gas-phase substance that is emitted by volcanic or volcanic-geothermal activity. Volcanic aerosols include liquid or solid particles that are small enough to be suspended in the air, and that are emitted by volcanic or volcanic-geothermal activity (adapted from Baxter and Horwell, 2015, Fischer and Chiodini, 2015, and Williams-Jones and Rymer ,2015).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0205,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0205
Volcanic Gases and Aerosols,Vulkanische Gase und Aerosole,"Volcanic gas includes any gas-phase substance that is emitted by volcanic or volcanic-geothermal activity. Volcanic aerosols include liquid or solid particles that are small enough to be suspended in the air, and that are emitted by volcanic or volcanic-geothermal activity (adapted from Baxter and Horwell, 2015, Fischer and Chiodini, 2015, and Williams-Jones and Rymer ,2015).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,GH0205,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0205
Pesticides,pesticide,"Pesticide means any substance, or mixture of substances of chemical or biological ingredients intended for repelling, destroying or controlling any pest, or regulating plant growth.",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,CH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0501
Pesticides,plaguicida,"Pesticide means any substance, or mixture of substances of chemical or biological ingredients intended for repelling, destroying or controlling any pest, or regulating plant growth.",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,CH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0501
Pesticides,Pestizid,"Pesticide means any substance, or mixture of substances of chemical or biological ingredients intended for repelling, destroying or controlling any pest, or regulating plant growth.",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,CH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0501
Chlorine,chlore,"Chlorine is a reactive pale green gas with many uses including disinfection of water. Chlorine is approximately 2.4 times heavier than air and has a characteristic odour similar to bleach. Most significant exposures to chlorine result from loss of containment of chlorine during storage and transport. Human exposure can result in symptoms ranging from mild irritation to rapid death related to pulmonary oedema. It is considered a significant public health hazard (adapted from IPCS, 1982 and PHE, 2019).",fr,1.0,gemini-3.5,Single model (skipped consensus),0.1,CH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0303
Chlorine,cloro,"Chlorine is a reactive pale green gas with many uses including disinfection of water. Chlorine is approximately 2.4 times heavier than air and has a characteristic odour similar to bleach. Most significant exposures to chlorine result from loss of containment of chlorine during storage and transport. Human exposure can result in symptoms ranging from mild irritation to rapid death related to pulmonary oedema. It is considered a significant public health hazard (adapted from IPCS, 1982 and PHE, 2019).",es,1.0,gemini-3.5,Single model (skipped consensus),0.1,CH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0303
Chlorine,Chlor,"Chlorine is a reactive pale green gas with many uses including disinfection of water. Chlorine is approximately 2.4 times heavier than air and has a characteristic odour similar to bleach. Most significant exposures to chlorine result from loss of containment of chlorine during storage and transport. Human exposure can result in symptoms ranging from mild irritation to rapid death related to pulmonary oedema. It is considered a significant public health hazard (adapted from IPCS, 1982 and PHE, 2019).",de,1.0,gemini-3.5,Single model (skipped consensus),0.1,CH0303,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0303
Estuarine (Coastal) Flooding,submersion estuarienne,"Estuarine flooding is flooding over and near coastal areas caused by storm surges and high winds coincident with high tides, thereby obstructing the seaward river flow. Estuarine flooding can be caused by tsunamis in specific cases (WMO, 2011).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0602
Estuarine (Coastal) Flooding,inundación estuarina,"Estuarine flooding is flooding over and near coastal areas caused by storm surges and high winds coincident with high tides, thereby obstructing the seaward river flow. Estuarine flooding can be caused by tsunamis in specific cases (WMO, 2011).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0602
Estuarine (Coastal) Flooding,Ästuar-Hochwasser,"Estuarine flooding is flooding over and near coastal areas caused by storm surges and high winds coincident with high tides, thereby obstructing the seaward river flow. Estuarine flooding can be caused by tsunamis in specific cases (WMO, 2011).",de,0.93,gemini-3.5,Single model (skipped consensus),0.1,MH0602,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0602
Vaccine-Preventable Diseases,Maladies évitables par la vaccination,"Vaccine-preventable diseases are those infectious diseases that can be prevented by vaccination (WHO, 2019).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0107,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0107
Vaccine-Preventable Diseases,Enfermedades prevenibles por vacunación,"Vaccine-preventable diseases are those infectious diseases that can be prevented by vaccination (WHO, 2019).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0107,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0107
Vaccine-Preventable Diseases,Durch Impfung vermeidbare Krankheiten,"Vaccine-preventable diseases are those infectious diseases that can be prevented by vaccination (WHO, 2019).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0107,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0107
Tailings,Résidus miniers,"Tailings are a by-product of mining, consisting of the processed rock or soil left over from the separation of the commodities of value from the rock or soil within which they occur (adapted from GISTM, 2020).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0511,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0511
Tailings,Relaves,"Tailings are a by-product of mining, consisting of the processed rock or soil left over from the separation of the commodities of value from the rock or soil within which they occur (adapted from GISTM, 2020).",es,0.97,gemini-3.5,Single model (skipped consensus),0.1,TL0511,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0511
Tailings,Aufbereitungsrückstände,"Tailings are a by-product of mining, consisting of the processed rock or soil left over from the separation of the commodities of value from the rock or soil within which they occur (adapted from GISTM, 2020).",de,0.96,gemini-3.5,Single model (skipped consensus),0.1,TL0511,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0511
Trypanosomiasis,trypanosomiase,"Trypanosomiasis, human African (sleeping sickness) and animal trypanosomosis (nagana) are caused by protozoan parasites belonging to the genus Trypanosoma transmitted by infected tsetse flies and is endemic in sub-Saharan Africa. Without treatment, the disease is considered fatal (adapted from WHO, 2023 and FAO, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0238,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0238
Trypanosomiasis,tripanosomiasis,"Trypanosomiasis, human African (sleeping sickness) and animal trypanosomosis (nagana) are caused by protozoan parasites belonging to the genus Trypanosoma transmitted by infected tsetse flies and is endemic in sub-Saharan Africa. Without treatment, the disease is considered fatal (adapted from WHO, 2023 and FAO, no date).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0238,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0238
Trypanosomiasis,Trypanosomiasis,"Trypanosomiasis, human African (sleeping sickness) and animal trypanosomosis (nagana) are caused by protozoan parasites belonging to the genus Trypanosoma transmitted by infected tsetse flies and is endemic in sub-Saharan Africa. Without treatment, the disease is considered fatal (adapted from WHO, 2023 and FAO, no date).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,BI0238,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0238
Civil Unrest,Troubles civils,"Civil unrest is an umbrella term for a wide spectrum of social and/or political phenomena, and although there is no commonly agreed definition, the term is used widely among United Nations agencies, funds and programmes.",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,SO0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0103
Civil Unrest,Disturbios civiles,"Civil unrest is an umbrella term for a wide spectrum of social and/or political phenomena, and although there is no commonly agreed definition, the term is used widely among United Nations agencies, funds and programmes.",es,0.95,gemini-3.5,Single model (skipped consensus),0.1,SO0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0103
Civil Unrest,innere Unruhen,"Civil unrest is an umbrella term for a wide spectrum of social and/or political phenomena, and although there is no commonly agreed definition, the term is used widely among United Nations agencies, funds and programmes.",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,SO0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/so0103
Prion Diseases,Maladies à prions,"Prion diseases are a family of rare progressive neurodegenerative disorders that affect both humans and animals (Adapted from CDC, 2024, and WHO, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0230,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0230
Prion Diseases,Enfermedades priónicas,"Prion diseases are a family of rare progressive neurodegenerative disorders that affect both humans and animals (Adapted from CDC, 2024, and WHO, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0230,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0230
Prion Diseases,Prionenerkrankungen,"Prion diseases are a family of rare progressive neurodegenerative disorders that affect both humans and animals (Adapted from CDC, 2024, and WHO, no date).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0230,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0230
Viral Haemorrhagic Fevers,Fièvres hémorragiques virales,"Viral haemorrhagic fevers include a spectrum of relatively mild to severe life-threatening diseases characterized by sudden onset of muscle and joint pain, fever, bleeding and shock from loss of blood. In severe cases, one of the most prominent symptoms is bleeding, or haemorrhaging, from orifices and internal organs (WHO, no date a).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0109,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0109
Viral Haemorrhagic Fevers,Fiebres hemorrágicas víricas,"Viral haemorrhagic fevers include a spectrum of relatively mild to severe life-threatening diseases characterized by sudden onset of muscle and joint pain, fever, bleeding and shock from loss of blood. In severe cases, one of the most prominent symptoms is bleeding, or haemorrhaging, from orifices and internal organs (WHO, no date a).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0109,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0109
Viral Haemorrhagic Fevers,Virale hämorrhagische Fieber,"Viral haemorrhagic fevers include a spectrum of relatively mild to severe life-threatening diseases characterized by sudden onset of muscle and joint pain, fever, bleeding and shock from loss of blood. In severe cases, one of the most prominent symptoms is bleeding, or haemorrhaging, from orifices and internal organs (WHO, no date a).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,BI0109,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0109
Infectious Animal Diseases (Not Zoonoses),maladies animales infectieuses non zoonotiques,"Non-zoonotic infectious animal diseases are not shared between animals and humans (WHO, FAO, & OIE, 2019).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0301
Infectious Animal Diseases (Not Zoonoses),enfermedades animales infecciosas no zoonóticas,"Non-zoonotic infectious animal diseases are not shared between animals and humans (WHO, FAO, & OIE, 2019).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0301
Infectious Animal Diseases (Not Zoonoses),nicht-zoonotische infektiöse Tierkrankheiten,"Non-zoonotic infectious animal diseases are not shared between animals and humans (WHO, FAO, & OIE, 2019).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,BI0301,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0301
Neglected Tropical Diseases,Maladies tropicales négligées,"Neglected tropical diseases (NTDs) are a diverse group of conditions caused by a variety of pathogens (including viruses, bacteria, parasites, fungi and toxins) and associated with devastating health, social and economic consequences. NTDs are mainly prevalent among impoverished communities in tropical areas, although some have a much larger geographical distribution. (WHO, no date a).",fr,1.0,gemini-3.5,Single model (skipped consensus),0.1,BI0105,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0105
Neglected Tropical Diseases,Enfermedades tropicales desatendidas,"Neglected tropical diseases (NTDs) are a diverse group of conditions caused by a variety of pathogens (including viruses, bacteria, parasites, fungi and toxins) and associated with devastating health, social and economic consequences. NTDs are mainly prevalent among impoverished communities in tropical areas, although some have a much larger geographical distribution. (WHO, no date a).",es,1.0,gemini-3.5,Single model (skipped consensus),0.1,BI0105,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0105
Neglected Tropical Diseases,Vernachlässigte Tropenkrankheiten,"Neglected tropical diseases (NTDs) are a diverse group of conditions caused by a variety of pathogens (including viruses, bacteria, parasites, fungi and toxins) and associated with devastating health, social and economic consequences. NTDs are mainly prevalent among impoverished communities in tropical areas, although some have a much larger geographical distribution. (WHO, no date a).",de,1.0,gemini-3.5,Single model (skipped consensus),0.1,BI0105,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0105
Space Hazard / Accident,accident spatial,"A space accident is any accident involving space objects that cause damage (adapted from UNGA, 1971).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,ET0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0204
Space Hazard / Accident,accidente espacial,"A space accident is any accident involving space objects that cause damage (adapted from UNGA, 1971).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,ET0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0204
Space Hazard / Accident,Raumfahrtunfall,"A space accident is any accident involving space objects that cause damage (adapted from UNGA, 1971).",de,0.97,gemini-3.5,Single model (skipped consensus),0.1,ET0204,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0204
Cyberbullying,cyberharcèlement,"Cyberbullying is bullying that takes place using digital devices such as cell/mobile phones, computers, and tablets. Cyberbullying can occur through SMS, e-mail, apps, social media, forums, or gaming when people view, participate in, or share content. Cyberbullying includes the deliberate sending, posting, or sharing of negative, harmful, false, or mean content about someone else. It can include sharing personal or private information about someone else causing embarrassment or humiliation. Some cyberbullying may also be unlawful or criminal behaviour (adapted from UNICEF, no date; PHE, 2014; US Government, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0106,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0106
Cyberbullying,ciberacoso,"Cyberbullying is bullying that takes place using digital devices such as cell/mobile phones, computers, and tablets. Cyberbullying can occur through SMS, e-mail, apps, social media, forums, or gaming when people view, participate in, or share content. Cyberbullying includes the deliberate sending, posting, or sharing of negative, harmful, false, or mean content about someone else. It can include sharing personal or private information about someone else causing embarrassment or humiliation. Some cyberbullying may also be unlawful or criminal behaviour (adapted from UNICEF, no date; PHE, 2014; US Government, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,TL0106,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/tl0106
